Make,Model,Year,Fuel Type,Transmission,Customer ID,Customer Location,Customer Age,Customer Gender,Sale Price,Discount,Taxes,Final Price,Payment Method,Registration Number,Registration Date,Expiry Date,Dealer Name,Dealer Location,Ownership Status,Warranty Period,Loan Status,Insurance Provider
Ford,Fusion,2015,Diesel,Manual,CUST2865,Miami,40,Female,24452.77,2429.09,1956.22,23979.9,Financed Loan,REG-46513,28-05-2022,28-09-2026,AutoNation,Chicago,New,1 years,Pending,Allstate
Nissan,Altima,2016,Petrol,Automatic,CUST6094,Chicago,39,Male,73935.43,860.77,5914.83,78989.49,Cash,REG-94627,04-10-2024,03-09-2027,TrueCar,New York,Used,No Warranty,Rejected,Progressive
Ford,Focus,2021,Electric,Manual,CUST3308,Dallas,27,Male,30857.1,3315.71,2468.57,30009.96,Cash,REG-86456,07-01-2025,16-06-2029,TrueCar,Chicago,New,4 years,Pending,Allstate
BMW,5 Series,2023,Petrol,Manual,CUST6415,Dallas,45,Male,6019.45,53.29,481.56,6447.72,Credit Card,REG-42127,27-08-2021,13-09-2022,TrueCar,San Francisco,New,2 years,Approved,State Farm
Mercedes,C-Class,2016,Electric,Automatic,CUST6783,Chicago,31,Female,7456.25,2097.5,596.5,5955.25,Financed Loan,REG-72037,13-01-2021,22-04-2024,CarMax,Denver,Used,No Warranty,Pending,State Farm
Mercedes,E-Class,2017,Petrol,Manual,CUST1734,Boston,32,Other,28969.7,4258.56,2317.58,27028.72,Bank Transfer,REG-12984,24-04-2023,25-04-2025,TrueCar,Chicago,New,5 years,Pending,Geico
Chevrolet,Malibu,2017,Diesel,Automatic,CUST4757,Chicago,48,Female,31573.53,1657.71,2525.88,32441.7,Bank Transfer,REG-36876,03-04-2024,23-07-2026,AutoNation,Denver,Used,No Warranty,Approved,Liberty Mutual
Toyota,Rav4,2019,Diesel,Manual,CUST6358,Miami,61,Other,45566.17,4128.13,3645.29,45083.33,Credit Card,REG-25333,14-01-2021,14-03-2023,AutoNation,Denver,New,4 years,Pending,Liberty Mutual
Honda,Pilot,2016,Petrol,Automatic,CUST5994,New York,67,Female,76725.63,637.65,6138.05,82226.03,Credit Card,REG-49368,04-03-2022,08-06-2026,Local Dealer,Houston,New,1 years,Pending,State Farm
Kia,Sorento,2019,Electric,Manual,CUST5989,San Francisco,31,Female,6688.06,3508.46,535.04,3714.64,Cash,REG-90581,07-03-2024,19-06-2027,AutoNation,Miami,Used,No Warranty,Rejected,Liberty Mutual
Kia,Seltos,2017,Petrol,Manual,CUST5389,Houston,62,Male,56458.23,3886.87,4516.66,57088.02,Cash,REG-34563,20-04-2020,06-05-2021,Local Dealer,Denver,Used,No Warranty,Pending,Allstate
Audi,A3,2020,Electric,Manual,CUST8567,Houston,62,Female,18278.21,3254.1,1462.26,16486.37,Bank Transfer,REG-78122,07-03-2021,17-05-2025,AutoNation,New York,Used,No Warranty,Rejected,State Farm
Hyundai,Sonata,2022,Diesel,Manual,CUST2394,Denver,30,Male,18893.25,847.12,1511.46,19557.59,Bank Transfer,REG-13785,03-08-2022,10-01-2024,TrueCar,Seattle,New,5 years,Approved,Geico
Chevrolet,Malibu,2021,Diesel,Automatic,CUST9373,Denver,28,Other,14833.12,3626.31,1186.65,12393.46,Cash,REG-78354,30-06-2023,01-03-2026,Local Dealer,Dallas,New,2 years,Pending,Allstate
Audi,A3,2020,Diesel,Manual,CUST9612,New York,60,Female,8660.03,4478.91,692.8,4873.92,Credit Card,REG-80634,23-01-2024,14-07-2027,Local Dealer,Miami,Used,No Warranty,Rejected,Liberty Mutual
Hyundai,Tucson,2022,Electric,Manual,CUST6419,Denver,58,Female,21639.84,4883.57,1731.19,18487.46,Cash,REG-56784,27-11-2020,16-07-2025,Local Dealer,Houston,New,3 years,Pending,State Farm
BMW,X3,2023,Electric,Manual,CUST5737,Boston,66,Female,53198.39,3669.38,4255.87,53784.88,Financed Loan,REG-94299,19-11-2023,22-03-2025,Vroom,Houston,Used,No Warranty,Pending,Allstate
Kia,Sorento,2022,Electric,Manual,CUST1189,Houston,59,Male,11390.42,171.21,911.23,12130.44,Financed Loan,REG-58956,24-09-2020,19-04-2022,DriveTime,New York,Used,No Warranty,Pending,Geico
Honda,Civic,2016,Diesel,Manual,CUST9938,Boston,64,Male,26749.75,4444.45,2139.98,24445.28,Financed Loan,REG-37039,01-05-2021,05-07-2025,Vroom,New York,Used,No Warranty,Pending,Geico
BMW,5 Series,2022,Hybrid,Automatic,CUST8642,Denver,18,Other,77685.04,3972.53,6214.8,79927.31,Cash,REG-27021,30-08-2020,08-09-2024,Local Dealer,Los Angeles,Used,No Warranty,Rejected,Progressive
Kia,Sportage,2024,Diesel,Manual,CUST7907,Los Angeles,70,Other,49118.53,2045.67,3929.48,51002.34,Credit Card,REG-44070,15-06-2021,11-12-2025,CarMax,New York,New,2 years,Approved,Progressive
Mercedes,C-Class,2018,Hybrid,Automatic,CUST6095,Chicago,21,Female,59067.48,667.12,4725.4,63125.76,Bank Transfer,REG-28238,06-07-2023,29-07-2025,TrueCar,Chicago,Used,No Warranty,Pending,Geico
Mercedes,GLA,2022,Electric,Automatic,CUST2699,Denver,41,Other,64273.63,4737.6,5141.89,64677.92,Financed Loan,REG-50086,09-09-2024,24-05-2026,Vroom,Los Angeles,New,2 years,Rejected,Liberty Mutual
Toyota,Camry,2015,Diesel,Automatic,CUST7340,San Francisco,60,Female,40480.15,3028.01,3238.41,40690.55,Cash,REG-74039,07-11-2024,06-04-2028,Local Dealer,Chicago,New,3 years,Rejected,Progressive
Ford,Escape,2023,Diesel,Automatic,CUST2334,New York,64,Other,79134.33,4496.53,6330.75,80968.55,Credit Card,REG-12314,12-03-2023,24-01-2028,DriveTime,New York,New,2 years,Approved,Liberty Mutual
Ford,Escape,2015,Electric,Manual,CUST6029,Houston,23,Male,5634.27,1497,450.74,4588.01,Cash,REG-33565,20-05-2023,30-10-2025,CarMax,Dallas,Used,No Warranty,Rejected,Liberty Mutual
Mercedes,GLC,2024,Electric,Manual,CUST8784,Los Angeles,45,Other,72909.19,2287.79,5832.74,76454.14,Financed Loan,REG-91936,28-01-2021,28-12-2022,CarMax,Chicago,Used,No Warranty,Approved,Progressive
Toyota,Camry,2019,Electric,Manual,CUST5940,Chicago,67,Other,68747.44,4834.89,5499.8,69412.35,Cash,REG-22692,14-02-2021,11-08-2024,TrueCar,Denver,New,3 years,Approved,Allstate
Toyota,Highlander,2020,Diesel,Automatic,CUST4637,Seattle,64,Male,8326.51,3370.96,666.12,5621.67,Cash,REG-82553,22-10-2021,17-12-2022,DriveTime,Seattle,Used,No Warranty,Rejected,Geico
Kia,Soul,2021,Diesel,Automatic,CUST6366,Seattle,54,Other,13430.15,920.14,1074.41,13584.42,Bank Transfer,REG-37090,12-01-2024,05-02-2026,Local Dealer,Boston,New,1 years,Pending,Progressive
Mercedes,C-Class,2022,Hybrid,Manual,CUST8927,Dallas,26,Other,9056,1830.26,724.48,7950.22,Credit Card,REG-80120,17-11-2020,02-01-2024,AutoNation,Houston,New,4 years,Rejected,Geico
BMW,3 Series,2019,Diesel,Manual,CUST7869,Los Angeles,19,Other,30123.18,3913.06,2409.85,28619.97,Credit Card,REG-96505,05-02-2022,21-09-2026,Vroom,New York,Used,No Warranty,Approved,Progressive
Mercedes,E-Class,2022,Petrol,Automatic,CUST4214,Denver,48,Male,24632.12,2779.64,1970.57,23823.05,Cash,REG-19924,02-03-2021,14-10-2023,TrueCar,Los Angeles,Used,No Warranty,Pending,Liberty Mutual
Nissan,Sentra,2018,Diesel,Automatic,CUST4611,New York,24,Other,68122.75,188.39,5449.82,73384.18,Credit Card,REG-24103,10-05-2022,19-09-2026,TrueCar,New York,Used,No Warranty,Approved,Liberty Mutual
Chevrolet,Traverse,2023,Diesel,Automatic,CUST4557,Dallas,18,Male,63589.57,2353.39,5087.17,66323.35,Financed Loan,REG-71761,12-07-2022,02-06-2027,Local Dealer,Chicago,New,5 years,Approved,Geico
Audi,Q5,2019,Hybrid,Manual,CUST4034,Denver,20,Male,6849.61,2746.59,547.97,4650.99,Cash,REG-95211,02-11-2022,04-07-2026,Local Dealer,New York,New,2 years,Rejected,Liberty Mutual
Nissan,Altima,2017,Diesel,Automatic,CUST9866,San Francisco,49,Male,76701.98,2571.24,6136.16,80266.9,Cash,REG-54862,04-11-2020,09-09-2025,AutoNation,Seattle,Used,No Warranty,Approved,Progressive
Mercedes,GLA,2018,Electric,Manual,CUST6766,Chicago,66,Other,50430,4875.4,4034.4,49589,Bank Transfer,REG-46285,19-11-2022,12-07-2026,Vroom,Boston,New,3 years,Pending,State Farm
Toyota,Rav4,2017,Petrol,Manual,CUST2974,Boston,18,Other,67983.02,4922.05,5438.64,68499.61,Bank Transfer,REG-47257,26-07-2022,24-08-2023,Local Dealer,Miami,Used,No Warranty,Pending,Progressive
Audi,Q7,2016,Electric,Manual,CUST9826,Dallas,56,Female,33901.59,1151.96,2712.13,35461.76,Credit Card,REG-80174,14-07-2024,26-08-2027,TrueCar,Chicago,New,1 years,Rejected,State Farm
Hyundai,Tucson,2022,Diesel,Automatic,CUST5884,New York,37,Other,45580.23,3876.75,3646.42,45349.9,Financed Loan,REG-36916,04-06-2021,05-07-2023,DriveTime,Boston,Used,No Warranty,Pending,Liberty Mutual
Toyota,Highlander,2024,Diesel,Manual,CUST2752,New York,26,Male,58017.01,4931.36,4641.36,57727.01,Financed Loan,REG-32669,31-05-2020,09-01-2024,Local Dealer,Dallas,New,5 years,Approved,Geico
Hyundai,Sonata,2020,Hybrid,Automatic,CUST1590,San Francisco,61,Other,48487.8,756.66,3879.02,51610.16,Financed Loan,REG-91293,14-03-2020,05-09-2024,Local Dealer,Denver,New,4 years,Approved,Progressive
Nissan,Rogue,2021,Petrol,Manual,CUST6343,Seattle,62,Other,17232.95,823.59,1378.64,17788,Financed Loan,REG-18451,18-03-2022,18-11-2025,TrueCar,Seattle,Used,No Warranty,Pending,Geico
Nissan,Altima,2019,Petrol,Manual,CUST3714,Houston,70,Other,48913.61,2749.9,3913.09,50076.8,Cash,REG-98995,19-07-2023,19-04-2027,AutoNation,Houston,New,3 years,Approved,Progressive
Honda,CR-V,2017,Diesel,Automatic,CUST7073,Seattle,53,Female,75185.73,2103.38,6014.86,79097.21,Cash,REG-11483,05-06-2020,26-07-2024,DriveTime,Miami,Used,No Warranty,Approved,Allstate
Ford,Fusion,2022,Petrol,Manual,CUST8925,New York,67,Female,5832.59,540.43,466.61,5758.77,Financed Loan,REG-68447,06-06-2022,27-01-2026,AutoNation,San Francisco,New,4 years,Approved,Liberty Mutual
Audi,Q5,2022,Diesel,Manual,CUST4757,Houston,25,Female,70047.42,3567.41,5603.79,72083.8,Bank Transfer,REG-71502,04-05-2024,21-02-2029,Local Dealer,Dallas,Used,No Warranty,Pending,Geico
Toyota,Corolla,2017,Electric,Manual,CUST2948,Denver,55,Female,44593.47,800.07,3567.48,47360.88,Bank Transfer,REG-67967,18-07-2021,13-07-2023,CarMax,Dallas,New,2 years,Pending,Allstate
Honda,Accord,2021,Diesel,Manual,CUST2042,Chicago,59,Other,24952.78,4819.03,1996.22,22129.97,Cash,REG-70706,13-04-2022,23-09-2026,Local Dealer,San Francisco,Used,No Warranty,Pending,Allstate
Mercedes,GLA,2017,Petrol,Manual,CUST7953,Denver,18,Other,11655.3,511.2,932.42,12076.52,Financed Loan,REG-15910,03-11-2022,28-06-2026,AutoNation,Boston,Used,No Warranty,Approved,State Farm
Kia,Sorento,2024,Petrol,Automatic,CUST3336,Houston,19,Female,55230.97,2858.95,4418.48,56790.5,Credit Card,REG-68118,04-01-2021,16-03-2022,AutoNation,Boston,New,4 years,Approved,Geico
Audi,A3,2015,Diesel,Automatic,CUST2892,Houston,65,Female,15500.89,3144.99,1240.07,13595.97,Credit Card,REG-54527,26-09-2021,17-04-2023,Local Dealer,Miami,Used,No Warranty,Approved,Geico
Kia,Sorento,2018,Diesel,Automatic,CUST3315,Denver,57,Other,23633.16,4140.32,1890.65,21383.49,Bank Transfer,REG-79460,08-11-2023,21-07-2027,DriveTime,Los Angeles,New,5 years,Approved,Liberty Mutual
Toyota,Rav4,2024,Petrol,Automatic,CUST9159,New York,24,Other,8120.08,4272.38,649.61,4497.31,Bank Transfer,REG-67409,16-10-2020,28-09-2025,AutoNation,Denver,Used,No Warranty,Pending,Geico
Kia,Seltos,2015,Hybrid,Manual,CUST4690,Los Angeles,37,Other,60728.63,722.93,4858.29,64863.99,Credit Card,REG-69711,12-03-2022,13-11-2025,CarMax,Boston,New,1 years,Approved,State Farm
Mercedes,GLC,2020,Hybrid,Manual,CUST6044,New York,57,Male,38768.23,3384.82,3101.46,38484.87,Bank Transfer,REG-41042,07-03-2023,15-03-2024,Vroom,New York,Used,No Warranty,Rejected,Progressive
Chevrolet,Malibu,2017,Petrol,Manual,CUST6468,Boston,59,Male,23162.66,649.84,1853.01,24365.83,Financed Loan,REG-38208,22-12-2020,17-08-2024,TrueCar,Dallas,Used,No Warranty,Rejected,Geico
Chevrolet,Traverse,2015,Diesel,Automatic,CUST1212,Houston,45,Female,63868.07,1115.46,5109.45,67862.06,Bank Transfer,REG-22131,27-02-2022,22-07-2026,DriveTime,Dallas,Used,No Warranty,Rejected,Progressive
Toyota,Highlander,2018,Diesel,Automatic,CUST2831,Miami,24,Male,18353.91,1697.49,1468.31,18124.73,Credit Card,REG-75762,07-09-2022,07-08-2026,Local Dealer,Denver,Used,No Warranty,Rejected,Progressive
Toyota,Rav4,2022,Petrol,Manual,CUST4415,Chicago,47,Female,69397.4,3932.78,5551.79,71016.41,Financed Loan,REG-35408,09-01-2024,25-11-2028,DriveTime,Houston,Used,No Warranty,Rejected,Geico
Chevrolet,Traverse,2024,Electric,Automatic,CUST2230,Chicago,42,Other,48739.57,4145.23,3899.17,48493.51,Cash,REG-92087,16-05-2021,13-07-2022,AutoNation,Houston,Used,No Warranty,Approved,Liberty Mutual
Nissan,Altima,2020,Diesel,Manual,CUST4226,Miami,50,Male,38304.14,1553.98,3064.33,39814.49,Financed Loan,REG-20133,03-05-2023,07-09-2026,DriveTime,Boston,New,4 years,Pending,Allstate
Toyota,Rav4,2020,Petrol,Manual,CUST5748,Los Angeles,43,Female,26943.41,1997.59,2155.47,27101.29,Financed Loan,REG-41624,26-05-2020,27-11-2021,CarMax,Boston,Used,No Warranty,Approved,Geico
BMW,3 Series,2017,Petrol,Automatic,CUST5861,Seattle,56,Female,73082.06,4365.01,5846.56,74563.61,Credit Card,REG-94378,28-01-2022,16-11-2024,DriveTime,Dallas,New,2 years,Approved,State Farm
Toyota,Camry,2015,Electric,Automatic,CUST1603,Los Angeles,36,Other,8148.31,1493.57,651.86,7306.6,Cash,REG-77241,19-09-2023,23-12-2027,DriveTime,Los Angeles,New,2 years,Rejected,State Farm
Hyundai,Santa Fe,2024,Electric,Manual,CUST9205,New York,36,Female,26088.75,168.13,2087.1,28007.72,Financed Loan,REG-55356,08-09-2023,16-10-2025,TrueCar,San Francisco,New,4 years,Rejected,Progressive
Ford,Escape,2022,Electric,Automatic,CUST3537,San Francisco,50,Male,34102.88,2202.75,2728.23,34628.36,Cash,REG-45115,08-07-2024,21-09-2025,TrueCar,Boston,Used,No Warranty,Rejected,Geico
Audi,A4,2016,Petrol,Manual,CUST1376,Chicago,34,Male,66512.38,4813.62,5320.99,67019.75,Bank Transfer,REG-26734,04-09-2023,26-11-2026,Local Dealer,Seattle,New,3 years,Rejected,Progressive
Audi,A3,2023,Electric,Manual,CUST9981,Seattle,55,Male,58913.26,2939.41,4713.06,60686.91,Credit Card,REG-59339,05-09-2022,10-12-2023,AutoNation,San Francisco,Used,No Warranty,Approved,Liberty Mutual
Nissan,Sentra,2017,Petrol,Manual,CUST3437,San Francisco,26,Female,16400.33,812.5,1312.03,16899.86,Financed Loan,REG-57572,03-03-2022,06-09-2025,DriveTime,New York,New,4 years,Approved,Progressive
Toyota,Highlander,2022,Hybrid,Manual,CUST4505,Boston,45,Male,27536.03,3805.32,2202.88,25933.59,Financed Loan,REG-61683,17-07-2022,07-09-2023,Local Dealer,Denver,New,5 years,Rejected,Progressive
Toyota,Camry,2021,Hybrid,Automatic,CUST1272,Denver,51,Other,6521.34,2558.3,521.71,4484.75,Financed Loan,REG-67418,14-12-2023,27-06-2028,CarMax,Los Angeles,New,3 years,Pending,Liberty Mutual
BMW,5 Series,2017,Petrol,Manual,CUST1157,New York,66,Male,6117.28,2976.96,489.38,3629.7,Credit Card,REG-39557,05-01-2025,24-02-2029,AutoNation,New York,Used,No Warranty,Approved,Progressive
Ford,Explorer,2023,Electric,Manual,CUST7732,New York,19,Male,71604.01,4139.18,5728.32,73193.15,Cash,REG-16741,18-04-2022,07-01-2025,Vroom,Denver,Used,No Warranty,Approved,State Farm
Nissan,Altima,2021,Electric,Automatic,CUST4695,Seattle,48,Male,43729.9,4102.54,3498.39,43125.75,Bank Transfer,REG-54427,18-04-2024,01-12-2028,TrueCar,Denver,Used,No Warranty,Approved,Geico
Ford,Fusion,2022,Diesel,Automatic,CUST3022,Boston,49,Female,14123.81,3519.4,1129.9,11734.31,Cash,REG-84586,22-10-2020,14-07-2023,Vroom,Houston,New,2 years,Rejected,Liberty Mutual
Nissan,Sentra,2018,Diesel,Automatic,CUST9387,Houston,37,Female,55424.57,3653.24,4433.97,56205.3,Cash,REG-73663,19-04-2023,10-09-2025,CarMax,Chicago,New,2 years,Approved,Liberty Mutual
Honda,Accord,2022,Electric,Manual,CUST4091,New York,22,Female,37396.05,259.17,2991.68,40128.56,Financed Loan,REG-13294,06-04-2024,06-09-2027,Vroom,New York,New,2 years,Pending,Allstate
Hyundai,Santa Fe,2016,Electric,Manual,CUST2447,Miami,52,Other,11981.26,3085.38,958.5,9854.38,Cash,REG-34732,04-05-2023,24-01-2025,Local Dealer,Boston,Used,No Warranty,Rejected,Allstate
Hyundai,Sonata,2018,Electric,Manual,CUST7882,Los Angeles,25,Male,63067.64,731.17,5045.41,67381.88,Bank Transfer,REG-98821,18-10-2021,23-03-2025,AutoNation,San Francisco,Used,No Warranty,Rejected,Geico
Hyundai,Elantra,2017,Petrol,Automatic,CUST1225,Chicago,34,Female,68147.53,2126.9,5451.8,71472.43,Cash,REG-53124,04-02-2021,28-05-2022,DriveTime,Denver,New,2 years,Rejected,Progressive
Hyundai,Santa Fe,2016,Hybrid,Automatic,CUST3058,Miami,41,Male,46370.39,3103.67,3709.63,46976.35,Financed Loan,REG-77808,02-09-2020,19-07-2022,TrueCar,New York,Used,No Warranty,Pending,Geico
Chevrolet,Malibu,2018,Petrol,Manual,CUST5169,Chicago,60,Male,52142.05,2259.73,4171.36,54053.68,Bank Transfer,REG-33131,08-09-2023,23-05-2025,TrueCar,Seattle,Used,No Warranty,Approved,Progressive
Mercedes,E-Class,2021,Petrol,Automatic,CUST3243,Dallas,33,Male,62505.2,2734.64,5000.42,64770.98,Cash,REG-51422,27-10-2022,20-06-2027,CarMax,Miami,Used,No Warranty,Rejected,Allstate
BMW,X5,2019,Electric,Automatic,CUST6607,San Francisco,30,Other,51579.7,2671.93,4126.38,53034.15,Credit Card,REG-84787,29-08-2021,05-12-2022,AutoNation,Seattle,Used,No Warranty,Rejected,Geico
Honda,Accord,2019,Diesel,Automatic,CUST8404,Dallas,45,Female,44347.31,655.1,3547.78,47239.99,Bank Transfer,REG-64391,08-01-2024,03-07-2027,CarMax,New York,Used,No Warranty,Rejected,State Farm
Kia,Sportage,2018,Hybrid,Manual,CUST8542,Dallas,67,Other,78801.41,1131.37,6304.11,83974.15,Bank Transfer,REG-18217,21-02-2021,05-03-2025,AutoNation,Seattle,New,1 years,Rejected,Liberty Mutual
Kia,Seltos,2016,Hybrid,Manual,CUST9728,Seattle,56,Other,14205.76,3226.65,1136.46,12115.57,Financed Loan,REG-48444,24-08-2020,15-04-2022,Local Dealer,Denver,New,3 years,Rejected,State Farm
Kia,Sorento,2018,Diesel,Manual,CUST7439,Seattle,43,Female,22836.3,1055.5,1826.9,23607.7,Bank Transfer,REG-23578,29-01-2024,09-02-2027,CarMax,Seattle,Used,No Warranty,Pending,State Farm
Ford,Focus,2016,Diesel,Automatic,CUST7796,Denver,68,Other,62491.8,3971.63,4999.34,63519.51,Bank Transfer,REG-71472,15-01-2022,29-12-2026,Local Dealer,Dallas,New,2 years,Approved,State Farm
Hyundai,Elantra,2022,Hybrid,Automatic,CUST3170,San Francisco,40,Other,58188.55,631.19,4655.08,62212.44,Bank Transfer,REG-47109,26-04-2024,06-06-2028,DriveTime,Seattle,New,1 years,Pending,Liberty Mutual
Audi,Q7,2019,Electric,Manual,CUST9459,Miami,60,Female,9197.83,4081.83,735.83,5851.83,Bank Transfer,REG-87058,11-12-2024,01-04-2027,DriveTime,Chicago,New,1 years,Pending,Progressive
Nissan,Sentra,2023,Diesel,Automatic,CUST3297,New York,47,Other,67739.75,1504.55,5419.18,71654.38,Bank Transfer,REG-26751,07-12-2023,03-10-2027,Vroom,Los Angeles,New,3 years,Pending,Progressive
Audi,A3,2020,Hybrid,Manual,CUST2274,Los Angeles,43,Other,72465.19,4778.33,5797.22,73484.08,Credit Card,REG-84709,08-02-2022,01-08-2023,AutoNation,Houston,Used,No Warranty,Pending,State Farm
BMW,X5,2021,Diesel,Manual,CUST8631,Dallas,67,Female,32566.36,2329.91,2605.31,32841.76,Cash,REG-14545,06-08-2021,10-08-2023,Local Dealer,Los Angeles,Used,No Warranty,Pending,Progressive
Mercedes,C-Class,2023,Petrol,Manual,CUST3621,New York,48,Male,25181.45,4166.01,2014.52,23029.96,Bank Transfer,REG-89624,08-06-2021,19-05-2026,TrueCar,Houston,New,2 years,Pending,Geico
Toyota,Corolla,2020,Diesel,Manual,CUST5344,San Francisco,27,Other,47680.72,1658.28,3814.46,49836.9,Bank Transfer,REG-56722,07-05-2023,13-07-2026,Local Dealer,San Francisco,New,4 years,Rejected,Liberty Mutual
BMW,5 Series,2022,Petrol,Manual,CUST5292,Los Angeles,62,Male,10222.07,2219.64,817.77,8820.2,Bank Transfer,REG-29130,30-03-2022,08-12-2023,CarMax,Los Angeles,Used,No Warranty,Pending,Progressive
BMW,3 Series,2016,Electric,Manual,CUST9666,New York,70,Female,6626.92,1509.65,530.15,5647.42,Bank Transfer,REG-73335,31-12-2022,24-08-2027,TrueCar,Miami,New,2 years,Approved,Liberty Mutual
Hyundai,Sonata,2024,Petrol,Manual,CUST4135,Houston,56,Female,13825.9,3529.57,1106.07,11402.4,Cash,REG-61206,05-02-2022,01-09-2024,TrueCar,San Francisco,New,4 years,Rejected,State Farm
Hyundai,Santa Fe,2016,Petrol,Automatic,CUST4317,Houston,28,Male,18421.69,85.8,1473.74,19809.63,Bank Transfer,REG-83073,07-04-2021,26-11-2023,TrueCar,Miami,New,2 years,Rejected,Allstate
BMW,X3,2023,Diesel,Automatic,CUST5529,Los Angeles,27,Other,13092.15,1793.24,1047.37,12346.28,Bank Transfer,REG-58385,16-10-2022,10-02-2026,CarMax,New York,New,4 years,Pending,Allstate
Mercedes,GLA,2023,Electric,Manual,CUST2591,Los Angeles,35,Male,11544.06,1592.7,923.52,10874.88,Financed Loan,REG-85616,29-10-2024,27-08-2026,Local Dealer,San Francisco,New,4 years,Rejected,Liberty Mutual
Hyundai,Elantra,2023,Petrol,Automatic,CUST2302,Seattle,64,Other,45454.56,3678.16,3636.36,45412.76,Bank Transfer,REG-32737,31-08-2021,10-12-2023,Vroom,Dallas,Used,No Warranty,Rejected,Liberty Mutual
Nissan,Murano,2017,Petrol,Automatic,CUST4893,Seattle,31,Male,69014.12,731.87,5521.13,73803.38,Bank Transfer,REG-86819,30-03-2020,27-03-2023,AutoNation,Chicago,Used,No Warranty,Approved,Progressive
Audi,Q5,2019,Diesel,Automatic,CUST5871,San Francisco,54,Other,43912.77,1195.12,3513.02,46230.67,Financed Loan,REG-33433,16-05-2023,20-11-2025,TrueCar,Chicago,New,4 years,Rejected,Liberty Mutual
Chevrolet,Tahoe,2023,Petrol,Manual,CUST2328,Seattle,41,Other,25734.83,2306.61,2058.79,25487.01,Credit Card,REG-59145,15-07-2022,11-02-2025,DriveTime,Miami,Used,No Warranty,Pending,Progressive
Toyota,Rav4,2019,Electric,Automatic,CUST6974,Denver,55,Female,15585.87,1608.47,1246.87,15224.27,Cash,REG-51372,23-10-2023,11-02-2027,Vroom,Denver,Used,No Warranty,Rejected,State Farm
Kia,Sorento,2017,Petrol,Automatic,CUST9817,Dallas,58,Male,61953.51,3309.34,4956.28,63600.45,Cash,REG-19831,21-10-2021,04-04-2024,AutoNation,Boston,Used,No Warranty,Rejected,Geico
Honda,Accord,2021,Electric,Automatic,CUST6731,Denver,64,Female,42294.37,367.28,3383.55,45310.64,Bank Transfer,REG-19123,08-11-2022,17-08-2027,CarMax,New York,Used,No Warranty,Rejected,Geico
Hyundai,Tucson,2016,Diesel,Manual,CUST7218,Chicago,39,Male,72935.79,4420.27,5834.86,74350.38,Financed Loan,REG-47663,04-10-2021,28-07-2023,DriveTime,Houston,Used,No Warranty,Rejected,Allstate
BMW,3 Series,2020,Diesel,Manual,CUST8666,Los Angeles,57,Male,13166.84,4063.57,1053.35,10156.62,Bank Transfer,REG-51962,06-11-2021,07-10-2025,Local Dealer,Houston,Used,No Warranty,Rejected,Liberty Mutual
Ford,Focus,2016,Petrol,Manual,CUST2346,San Francisco,19,Other,60097.27,1099.14,4807.78,63805.91,Bank Transfer,REG-34175,04-02-2024,06-10-2028,Vroom,Seattle,Used,No Warranty,Approved,State Farm
